what,x,y,z
vn,-0.0279,0.4003,-0.916
vn,0.0037,0.3823,-0.924
vn,-0.1913,0.5733,-0.7967
vn,0.1287,0.4452,-0.8861
vn,-0.1604,0.4418,-0.8827
vn,-0.231,0.4096,-0.8825
vn,-0.7934,0.2697,-0.5457
vn,-0.0295,0.3951,-0.9182
vn,-0.0987,0.2221,-0.97
vn,0.2942,-0.5529,0.7796
vn,0.2779,-0.5332,0.799
vn,0.2562,-0.4664,0.8466
vn,0.5428,-0.2217,0.81
vn,-0.3827,-0.3261,0.8644
vn,0.2047,-0.2422,0.9484
vn,-0.5912,-0.3843,0.7091
vn,-0.7165,0.5242,0.4602
vn,0.85,-0.325,0.4147
vn,-0.3587,-0.2986,0.8844
vn,-0.1852,-0.3438,0.9206
vn,0.5325,-0.2067,0.8208
vn,-0.2345,-0.4992,0.8341
vn,-0.3567,-0.396,0.8461
vn,-0.5801,-0.285,0.7631
vn,-0.579,-0.2851,0.7639
vn,-0.1067,-0.5951,0.7965
vn,0.2494,0.6272,0.7379
vn,0.8097,-0.1941,0.5538
vn,0.6794,-0.2394,0.6936
vn,0.1716,-0.5918,0.7876
vn,-0.3,-0.2191,0.9284
vn,-0.2234,-0.3993,0.8892
vn,-0.3632,-0.3428,0.8664
vn,0.2443,-0.5137,0.8225
vn,0.0315,-0.3612,0.932
vn,0.1187,0.5213,0.8451
vn,0.0343,-0.3301,0.9433
vn,-0.2624,-0.1004,0.9597
vn,0.049,-0.3291,0.943
vn,0.1657,-0.0028,0.9862
vn,-0.6322,-0.4315,0.6435
vn,0.2214,-0.1978,0.9549
vn,-0.1651,-0.1718,0.9712
vn,-0.0184,-0.3762,0.9264
vn,0.251,-0.5029,0.8271
vn,0.055,-0.348,0.9359
vn,-0.1389,-0.3051,0.9421
vn,0.1353,-0.5364,0.8331
vn,0.0004,-0.4103,0.912
vn,0.4451,0.613,0.6528
vn,0.1725,-0.6346,0.7533
vn,-0.3295,0.5205,0.7877
vn,0.2224,-0.5793,0.7842
vn,0.1137,-0.5803,0.8064
vn,-0.6336,-0.6523,0.416
vn,-0.2044,-0.4375,0.8757
vn,0.133,-0.6118,0.7797
vn,-0.3818,-0.6163,0.6888
vn,0.1517,-0.8489,0.5063
vn,0.1521,-0.0598,0.9866
vn,-0.0848,0.5064,-0.8581
vn,-0.1108,0.4788,-0.8709
vn,0.3164,0.4794,-0.8186
vn,-0.1106,0.49,-0.8647
vn,0.5741,0.1775,-0.7993
vn,0.324,-0.2834,0.9026
vn,0.2731,0.1318,-0.9529
vn,0.4019,0.077,-0.9125
vn,0.3576,0.1773,-0.9169
vn,-0.5246,0.5426,-0.656
vn,0.2297,0.6514,-0.7232
vn,-0.2265,0.5591,-0.7976
vn,-0.2737,0.6149,-0.7396
vn,0.2553,-0.3848,0.887
vn,0.4912,-0.1844,0.8513
vn,0.8447,-0.2425,0.4771
vn,0.9838,-0.1794,0.0034
vn,0.4542,-0.3158,0.833
vn,0.7433,-0.2055,0.6366
vn,0.7326,0.5667,-0.3771
vn,0.7496,0.5822,-0.3148
vn,0.4506,-0.3202,0.8333
vn,0.5512,-0.3226,0.7694
vn,0.7558,-0.3219,0.5702
vn,0.7539,0.354,0.5534
vn,-0.0255,0.1469,0.9888
vn,0.68,0.4049,0.6112
vn,0.5726,0.1292,0.8096
vn,0.4871,-0.4972,0.718
vn,0.7085,0.694,-0.1282
vn,0.8786,0.467,0.1
vn,0.8094,-0.2436,0.5343
vn,0.3289,0.0379,0.9436
vn,0.7199,0.0736,0.6901
vn,0.2935,-0.3872,0.8741
vn,0.8308,0.0823,0.5504
vn,0.2677,0.9618,0.057
vn,0.8255,0.1875,0.5323
vn,0.7513,-0.2135,0.6245
vn,0.8354,0.0941,0.5416
vn,0.4797,-0.2543,0.8398
vn,0.8329,0.0503,0.5511
vn,0.4664,-0.0059,0.8846
vn,-0.1886,-0.1382,0.9723
vn,0.63,-0.5268,0.5706
vn,0.8106,-0.0163,0.5854
vn,0.4083,-0.0289,0.9124
vn,0.2821,-0.2918,0.9139
vn,0.5346,-0.4312,0.7269
vn,0.2624,-0.4947,0.8285
vn,0.2342,-0.4711,0.8504
vn,0.0966,0.1742,0.98
vn,-0.083,0.249,0.9649
vn,-0.0382,0.2513,0.9672
vn,0.2458,-0.3939,0.8857
vn,0.5452,-0.5048,0.6692
vn,0.8613,0.1794,0.4754
vn,0.1796,-0.5763,0.7972
vn,0.9497,-0.293,-0.1104
vn,0.4037,-0.3711,0.8363
vn,0.6408,-0.312,0.7015
vn,0.5123,-0.1939,0.8366
vn,0.7028,-0.1497,0.6955
vn,-0.362,0.6908,-0.6259
vn,-0.4864,0.4712,-0.7358
vn,-0.3074,0.5771,-0.7566
vn,0.2786,0.6519,-0.7053
vn,0.4883,-0.4978,0.7168
vn,-0.4559,0.482,-0.7482
vn,-0.4101,0.2429,-0.8791
vn,-0.4214,0.4137,-0.807
vn,-0.1952,0.3747,-0.9063
vn,0.5989,-0.4934,0.6308
vn,0.2134,0.0224,-0.9767
vn,0.1377,0.3681,-0.9195
vn,0.1362,0.3641,-0.9213
vn,0.1961,-0.5635,0.8025
vn,0.4473,-0.5353,0.7165
vn,0.0722,-0.8712,0.4855
vn,-0.0226,-0.4842,0.8747
vn,-0.2088,-0.2684,0.9404
vn,0.3117,-0.3685,0.8758
vn,0.3128,-0.4871,0.8154
vn,0.3272,-0.5137,0.7932
vn,0.7841,-0.458,0.4189
vn,0.6747,-0.5751,0.4627
vn,0.3054,-0.5273,0.7929
vn,0.4522,-0.6791,0.5783
vn,0.3802,0.5438,-0.7482
vn,0.9868,-0.0433,0.1558
vn,0.421,-0.5757,0.7009
vn,0.5013,-0.6077,0.6159
vn,-0.2416,0.5241,-0.8167
vn,0.737,-0.1905,0.6485
vn,0.7652,-0.4645,0.4458
vn,0.973,-0.0717,0.2196
vn,0.8757,-0.2626,0.4053
vn,0.0773,0.6505,-0.7555
vn,-0.5073,-0.3805,0.7732
vn,0.9771,-0.1071,0.1839
vn,0.9902,-0.0232,-0.1379
vn,0.9379,-0.0455,0.3439
vn,0.973,-0.0717,0.2192
vn,0.3582,0.2571,-0.8976
vn,0.9298,0.049,0.3649
vn,0.6557,-0.3117,0.6877
vn,-0.0639,0.6427,-0.7634
vn,0.3311,0.1492,-0.9317
vn,0.3528,0.2835,-0.8917
vn,0.146,0.8991,0.4126
vn,-0.7617,-0.0809,0.6429
vn,-0.723,0.0078,0.6908
vn,-0.4239,-0.4709,0.7737
vn,0.6239,-0.2651,0.7351
vn,-0.8446,0.4663,0.2629
vn,0.2572,0.1027,0.9609
vn,0.1235,0.5775,0.807
vn,0.584,-0.2284,0.779
vn,-0.7107,-0.1001,0.6964
vn,0.185,0.2043,0.9613
vn,0.4022,0.2441,0.8824
vn,0.0592,0.0672,0.996
vn,0.1245,0.0285,0.9918
vn,-0.1657,0.1546,0.974
vn,0.3294,-0.0254,0.9438
vn,0.2409,0.1384,0.9606
vn,0.3492,0.0017,0.9371
vn,0.368,-0.059,0.928
vn,-0.0802,0.0483,0.9956
vn,0.3137,-0.0283,0.9491
vn,0.1362,-0.0808,0.9874
vn,-0.114,0.1243,0.9857
vn,0.1373,0.2812,0.9498
vn,0.1277,-0.0348,0.9912
vn,-0.0197,0.0053,0.9998
vn,0.3467,-0.1961,0.9172
vn,0.0745,0.0337,0.9967
vn,0.7865,-0.6164,-0.0368
vn,-0.0065,0.9997,0.0236
vn,-0.3074,-0.6735,0.6722
vn,-0.4728,-0.4805,0.7387
vn,-0.3236,-0.6283,0.7074
vn,0.7347,-0.6591,0.1607
vn,-0.3195,-0.6278,0.7098
vn,0.7191,-0.6942,0.0314
vn,-0.0526,-0.7984,0.5999
vn,-0.0944,-0.6491,0.7548
vn,-0.4072,-0.5805,0.7051
vn,0.8168,-0.3734,-0.4397
vn,0.8409,0.1571,-0.5179
vn,0.8011,-0.5985,-0.01
vn,0.7583,-0.6306,-0.1656
vn,-0.0857,-0.5853,0.8063
vn,0.2386,-0.8644,0.4426
vn,0.5552,-0.8281,0.0774
vn,0.2371,-0.8282,0.5077
vn,0.1248,-0.6848,0.7179
vn,-0.323,-0.7884,0.5236
vn,0.7133,-0.6785,0.1758
vn,0.4608,-0.8379,0.2925
vn,0.6277,-0.778,0.0271
vn,0.1452,-0.8041,0.5765
vn,0.2068,-0.7861,0.5825
vn,-0.2435,-0.6627,0.7082
vn,0.1157,-0.7689,0.6288
vn,0.5088,-0.7482,0.4258
vn,-0.4071,-0.5803,0.7054
vn,-0.5261,-0.4941,0.6922
vn,-0.6293,-0.4704,0.6186
vn,-0.2307,-0.6988,0.677
vn,-0.4709,-0.4292,0.7707
vn,-0.3844,-0.495,0.7793
vn,-0.3802,-0.5853,0.7161
vn,-0.1211,-0.7325,0.67
vn,-0.5027,-0.4366,0.7461
vn,0.202,-0.8708,0.4481
vn,-0.1048,-0.5974,0.7951
vn,0.0937,-0.6581,0.7471
vn,0.7407,-0.6458,-0.1854
vn,-0.4314,0.8097,-0.3979
vn,-0.734,0.6588,-0.1649
vn,0.3665,0.5766,-0.7302
vn,-0.4154,-0.5128,0.7513
vn,-0.8812,-0.2345,0.4106
vn,-0.5828,0.7325,-0.3518
vn,0.6514,0.327,-0.6846
vn,-0.8265,-0.1972,0.5272
vn,-0.5965,-0.4341,0.675
vn,-0.8128,-0.2364,0.5325
vn,0.2852,-0.7391,0.6102
vn,0.3091,-0.7336,0.6052
vn,0.1396,-0.8216,0.5528
vn,0.9085,-0.3492,-0.2295
vn,0.2526,-0.824,0.5071
vn,0.1093,-0.6879,0.7175
vn,-0.0291,0.9991,0.0318
vn,0.7521,-0.3588,-0.5528
vn,0.827,-0.5357,-0.1704
vn,0.8567,-0.4992,-0.1301
vn,0.4698,-0.818,0.3319
vn,0.8531,-0.4986,-0.1535
vn,0.8425,-0.1307,-0.5226
vn,0.804,-0.2331,-0.5471
vn,0.14,-0.7909,0.5957
vn,0.8901,-0.3046,-0.3391
vn,0.9059,-0.212,-0.3667
vn,0.7921,-0.0482,-0.6085
vn,0.344,0.3968,-0.851
vn,0.5268,0.8442,-0.0987
vn,-0.0318,0.7932,-0.6081
vn,0.6119,0.2577,-0.7478
vn,0.4717,0.1631,-0.8665
vn,0.636,-0.3863,-0.6681
vn,0.5055,0.4486,-0.7371
vn,0.1305,0.625,-0.7697
vn,0.8139,-0.5399,-0.2146
vn,0.5263,0.1018,-0.8442
vn,0.6693,-0.0634,-0.7403
vn,0.8793,-0.4759,-0.0195
vn,0.5036,-0.1217,-0.8553
vn,0.5344,-0.7753,0.3366
vn,-0.0327,0.7918,-0.61
vn,-0.2327,0.9084,-0.3474
vn,-0.2298,0.7935,-0.5635
vn,0.75,-0.1807,-0.6363
vn,0.4751,0.0545,-0.8782
vn,0.3245,0.1832,-0.928
vn,-0.039,0.7321,-0.68
vn,0.3252,0.5905,-0.7386
vn,-0.1633,-0.5839,0.7953
vn,-0.0035,-0.6302,0.7764
vn,-0.3905,0.8399,-0.3769
vn,0.871,-0.4691,-0.1457
vn,0.0894,-0.662,0.7442
vn,0.3243,0.1902,-0.9266
vn,0.5705,0.2392,-0.7857
vn,0.3598,0.2605,-0.8959
vn,0.1378,0.737,-0.6617
vn,0.0984,-0.6879,0.7192
vn,0.564,-0.0592,-0.8237
vn,0.6855,-0.0494,-0.7264
vn,0.5637,-0.0793,-0.8222
vn,0.4406,-0.7513,0.4913
vn,-0.2723,-0.7955,0.5413
vn,0.3862,-0.7114,0.5871
vn,0.8639,0.0411,0.502
vn,0.6485,-0.0735,0.7577
vn,0.6232,0.0177,0.7819
vn,-0.1343,-0.5521,0.8229
vn,0.4247,0.5922,0.6848
vn,0.6945,-0.0783,0.7152
vn,0.6423,-0.0073,0.7664
vn,0.9091,0.2833,0.3052
vn,0.6236,0.1404,0.769
vn,0.4583,0.1814,0.8701
vn,0.651,-0.0167,0.7589
vn,-0.1316,-0.5547,0.8216
vn,-0.5161,-0.3144,0.7967
vn,0.357,0.2623,-0.8965
vn,0.1681,-0.4634,0.8701
vn,-0.2295,-0.3483,0.9088
vn,-0.4329,-0.039,0.9006
vn,0.4857,-0.5709,0.662
vn,0.288,-0.6651,0.689
vn,-0.5271,-0.3129,0.7901
vn,0.0725,0.813,-0.5777
vn,-0.1319,0.7774,-0.615
vn,-0.0112,0.8567,-0.5156
vn,0.5186,-0.1808,-0.8357
vn,-0.2466,0.8008,-0.5458
vn,-0.5489,-0.4313,0.716
vn,-0.3496,-0.424,0.8355
vn,-0.3326,0.8712,-0.3612
vn,-0.9272,0.3746,-0.0075
vn,-0.9378,0.3366,0.0845
vn,-0.231,0.8121,-0.5359
vn,-0.5081,-0.4662,0.7242
vn,-0.73,0.6376,0.2459
vn,-0.7228,0.6484,0.2391
vn,-0.5443,-0.2735,0.793
vn,-0.2564,0.8953,-0.3643
vn,-0.6666,-0.2881,0.6875
vn,-0.6436,-0.256,0.7213
vn,-0.5777,-0.3722,0.7264
vn,-0.2512,0.9066,-0.339
vn,0.3572,-0.0829,0.9303
vn,0.8667,0.0242,0.4983
vn,0.8523,-0.5071,0.1286
vn,-0.3332,0.8626,-0.3807
vn,-0.2114,0.8375,-0.5038
vn,-0.6946,0.6354,0.3373
vn,0.3541,0.2558,0.8995
vn,0.7042,-0.2334,-0.6706
vn,0.6015,0.2186,0.7684
vn,-0.0691,-0.5626,0.8239
vn,-0.1989,-0.3388,0.9196
vn,0.7404,-0.4983,0.4511
vn,0.8125,-0.1883,0.5517
vn,0.8799,0.2264,0.4178
vn,0.8026,0.1838,0.5675
vn,0.5052,0.635,0.5844
vn,0.4566,0.3149,0.832
vn,0.5546,-0.2235,-0.8015
vn,0.6035,0.2289,-0.7638
vn,-0.2378,0.787,-0.5693
vn,0.3251,0.2103,-0.922
vn,0.4513,-0.2462,0.8577
vn,0.8864,-0.2513,-0.3887
vn,-0.7037,-0.0722,0.7068
vn,-0.0926,-0.3373,0.9368
vn,0.5025,0.6462,-0.5744
vn,0.2977,0.7318,-0.6131
vn,-0.4273,-0.5216,0.7385
vn,-0.4406,-0.52,0.7318
vn,-0.1884,0.8504,-0.4913
vn,-0.3809,-0.0997,0.9192
vn,-0.0629,0.8525,-0.5189
vn,0.0681,0.7924,-0.6062
vn,-0.2345,0.8807,-0.4116
vn,-0.1458,0.8056,-0.5743
vn,-0.7286,-0.2001,0.6551
vn,0.9848,-0.1671,-0.0474
vn,-0.1405,0.8735,-0.4661
vn,0.4794,0.4149,-0.7733
vn,-0.5932,0.7866,-0.1711
vn,-0.4646,-0.4598,0.7568
vn,-0.4259,-0.5987,0.6784
vn,-0.4627,-0.313,0.8294
vn,-0.5482,-0.3623,0.7538
vn,-0.6287,-0.3911,0.6722
vn,-0.5903,-0.549,0.5917
vn,-0.7004,0.6208,0.3521
vn,-0.3933,-0.1521,0.9067
vn,-0.805,0.3566,0.4741
vn,-0.9759,-0.1418,0.1657
vn,0.9345,0.0985,-0.3421
vn,-0.1366,-0.5538,0.8213
vn,0.7989,0.0926,-0.5943
vn,-0.4494,-0.4403,0.7772
vn,0.7911,-0.4168,-0.4478
vn,0.7948,0.0643,-0.6035
vn,-0.2322,0.8686,-0.4379
vn,0.4446,0.5484,-0.7082
vn,0.6009,0.3838,-0.7012
vn,0.9224,-0.3011,-0.2419
vn,-0.0114,0.7333,-0.6798
vn,0.6691,0.3446,-0.6584
vn,0.9689,-0.2422,-0.0504
vn,-0.2138,-0.4143,0.8847
vn,0.6031,0.5629,-0.5652
vn,0.9161,-0.265,-0.301
vn,0.5586,0.2521,-0.7902
vn,0.9788,-0.0846,-0.1866
vn,-0.0102,0.8755,-0.483
vn,0.8368,0.1326,-0.5312
vn,0.7595,0.0276,-0.6499
vn,0.2647,0.5358,-0.8018
vn,-0.0659,-0.3598,0.9307
vn,0.2639,0.2134,-0.9406
vn,0.4966,-0.5589,0.664
vn,-0.2667,0.5903,-0.7619
vn,-0.5449,-0.0093,0.8384
vn,0.1739,-0.529,0.8306
vn,0.1618,-0.4007,0.9018
vn,-0.5458,-0.1581,0.8229
vn,-0.324,-0.3516,0.8783
vn,-0.8121,0.0194,0.5832
vn,-0.8424,0.2392,0.4828
vn,-0.0765,0.6972,-0.7128
vn,-0.069,0.8288,-0.5553
vn,-0.2294,0.7621,-0.6054
vn,-0.1823,0.8538,-0.4877
vn,-0.1601,0.8324,-0.5306
vn,-0.0562,-0.3694,0.9276
vn,-0.0427,0.8139,-0.5795
vn,-0.8796,0.15,0.4514
vn,-0.1581,0.8987,-0.4092
vn,-0.1342,0.7033,-0.6981
vn,-0.5832,-0.3224,0.7456
vn,-0.3399,0.8012,-0.4925
vn,-0.7566,-0.0227,0.6534
vn,-0.8566,0.3871,0.3411
vn,-0.737,0.0638,0.6729
vn,-0.8691,0.2261,0.44
vn,0.4578,-0.681,0.5716
vn,-0.0671,0.8484,-0.5251
vn,0.0492,0.8541,-0.5178
vn,-0.0719,-0.4345,0.8978
vn,-0.3588,-0.2587,0.8969
vn,-0.6521,-0.0761,0.7543
vn,-0.4704,-0.0823,0.8786
vn,-0.9091,0.2848,0.304
vn,-0.8436,0.0675,0.5327
vn,-0.9697,0.2351,0.0664
vn,-0.4481,-0.2398,0.8612
vn,-0.7075,0.1231,0.6959
vn,-0.7546,0.0248,0.6557
vn,-0.8797,0.1861,0.4375
vn,-0.8181,0.2247,0.5293
vn,-0.3217,-0.253,0.9124
vn,-0.838,0.4734,-0.2714
vn,-0.8037,0.4712,-0.3634
vn,-0.903,0.3901,0.1799
vn,-0.8409,0.0704,0.5366
vn,0.3022,-0.6274,0.7177
vn,0.3198,-0.4243,0.8472
vn,-0.0735,-0.5059,0.8595
vn,-0.5355,-0.4097,0.7385
vn,-0.7338,-0.4465,0.512
vn,-0.3185,-0.3035,0.898
vn,-0.1285,-0.4126,0.9018
vn,-0.5696,-0.2787,0.7733
vn,-0.8524,0.2251,0.4719
vn,-0.9098,0.3945,0.1291
vn,-0.8391,0.3565,0.4108
vn,-0.9026,0.4125,0.1229
vn,-0.4859,0.5569,-0.6736
vn,-0.9649,0.2488,0.0843
vn,-0.8708,0.4914,0.0127
vn,0.4955,0.2014,-0.8449
vn,-0.6726,0.6321,-0.3846
vn,-0.2456,-0.3861,0.8892
vn,0.0339,0.8955,-0.4438
vn,-0.2133,-0.5522,0.806
vn,-0.7922,0.0694,0.6062
vn,-0.9542,-0.2613,0.1458
vn,0.297,0.1634,-0.9408
vn,-0.8608,0.503,-0.0774
vn,0.7715,0.3435,-0.5355
vn,-0.6723,0.6797,-0.2933
vn,-0.7877,0.5688,-0.2368
vn,0.3621,0.5922,-0.7198
vn,0.1114,0.4848,-0.8675
vn,0.5923,0.2362,-0.7704
vn,-0.4077,0.5588,-0.7221
vn,-0.5342,0.6179,-0.5769
vn,0.3653,0.4972,-0.787
vn,-0.6722,0.5721,-0.4699
vn,0.2686,0.4163,-0.8686
vn,0.3017,0.4179,-0.8569
vn,0.6205,0.0952,-0.7784
vn,-0.6839,0.4174,-0.5985
vn,0.4274,0.2318,-0.8738
vn,0.8921,0.4497,-0.0434
vn,0.851,0.0149,-0.525
vn,0.8011,-0.0024,-0.5985
vn,-0.6597,0.4832,-0.5756
vn,0.7192,-0.4709,0.5109
vn,0.6607,-0.4836,0.5741
vn,0.8037,-0.5944,0.0251
vn,0.367,0.3309,-0.8694
vn,0.8384,-0.4275,0.3383
vn,0.6132,-0.5561,0.5611
vn,0.756,-0.3834,0.5305
vn,0.8977,-0.3857,0.2128
vn,0.538,-0.612,0.5797
vn,0.8899,-0.4283,0.1569
vn,-0.4308,0.7656,-0.4777
vn,0.5954,-0.6157,0.5162
vn,0.8454,-0.5003,-0.1869
vn,-0.5381,0.7382,-0.4068
vn,0.7924,-0.5833,0.1783
vn,0.921,-0.0879,-0.3794
vn,0.771,-0.3241,0.5483
vn,0.8992,0.0327,-0.4363
vn,-0.0825,0.7317,-0.6766
vn,0.7509,-0.6003,0.2754
vn,0.2004,0.5239,-0.8279
vn,0.3074,0.5531,-0.7743
vn,-0.6356,0.6122,-0.4704
vn,0.896,0.022,-0.4435
vn,0.8989,0.0909,-0.4287
vn,0.7477,-0.632,0.2038
vn,0.8089,0.0776,-0.5828
vn,-0.4379,0.6893,-0.5772
vn,-0.3859,0.6455,-0.6591
vn,0.4785,-0.7132,0.5122
vn,0.8393,-0.5308,0.1179
vn,0.5943,-0.664,0.4539
vn,0.6652,0.4467,-0.5983
vn,0.354,-0.6684,0.6542
vn,-0.6653,-0.1274,0.7357
vn,0.5497,-0.6353,0.5424
vn,-0.2133,-0.4033,0.8898
vn,0.2596,-0.5137,0.8177
vn,0.3726,0.2248,-0.9003
vn,-0.0774,0.7476,-0.6596
vn,0.3063,-0.6348,0.7094
vn,0.0841,-0.6774,0.7308
vn,-0.6621,-0.4087,0.6282
vn,-0.0248,-0.5495,0.8351
vn,0.7219,-0.0859,-0.6866
vn,0.6253,-0.745,0.2323
vn,0.8686,-0.2303,-0.4388
vn,-0.2334,-0.5717,0.7865
vn,0.5104,-0.0165,0.8598
vn,0.6234,-0.7216,0.301
vn,0.6025,-0.7659,0.2244
vn,0.6545,0.2317,-0.7197
vn,0.4969,-0.6166,0.6106
vn,-0.1264,-0.5309,0.8379
vn,-0.006,1,-0.0066
vn,-0.003,1,-0.0025
vn,-0.9523,0.3015,-0.0471
vn,-0.8251,0.5569,-0.0953
vn,-0.438,-0.8672,-0.2369
vn,-0.9525,-0.1748,0.2492
vn,-0.0618,0.9979,0.0166
vn,-0.1417,0.9894,-0.033
vn,-0.9938,0.014,0.1101
vn,-0.0555,0.9254,-0.3748
vn,-0.1206,-0.5393,0.8334
vn,0.6535,-0.7016,0.2841
vn,-0.0923,-0.469,0.8783
vn,-0.6509,-0.2743,0.7079
vn,-0.4563,-0.1599,0.8754
vn,-0.9415,0.2456,0.2309
vn,-0.8548,0.4901,0.1706
vn,-0.6615,-0.1476,0.7353
vn,-0.9294,0.3645,0.0578
vn,-0.8513,-0.1077,0.5136
vn,-0.7096,0.6747,-0.2033
vn,-0.7133,0.6717,-0.1998
vn,-0.3841,0.8922,-0.2375
vn,0.1808,0.7085,-0.6822
vn,-0.9153,-0.047,0.4
vn,-0.8424,-0.1423,0.5197
vn,-0.9251,0.0853,0.3701
vn,-0.3962,-0.7842,0.4776
vn,-0.8516,-0.2241,0.4738
vn,0.7637,-0.5041,0.4032
vn,0.6533,-0.7567,0.0256
vn,-0.922,0.3788,-0.0796
vn,0.6623,-0.5269,0.5327
vn,-0.3842,-0.2846,0.8783
vn,0.6923,-0.4226,0.5849
vn,0.6525,0.2844,-0.7024
vn,0.1281,0.69,-0.7124
vn,0.1006,0.6812,-0.7252
vn,0.1245,0.6434,-0.7553
vn,-0.5991,0.6884,-0.4089
vn,-0.8094,0.5055,-0.2989
vn,0.128,0.7291,-0.6723
vn,-0.1408,0.7114,-0.6885
vn,-0.9861,0.1171,-0.1177
vn,-0.9732,0.2234,-0.0545
vn,-0.7815,0.5855,-0.2153
vn,-0.786,-0.2697,0.5563
vn,-0.9711,0.2283,-0.0699
vn,0.7397,0.1234,-0.6616
vn,0.0588,0.6489,-0.7586
vn,0.6694,-0.7203,0.1818
vn,0.8932,0.123,-0.4325
vn,-0.1249,0.959,-0.2544
vn,-0.1301,0.7276,-0.6736
vn,0.927,-0.3748,-0.0144
vn,0.7788,0.3857,-0.4946
vn,0.7147,-0.5562,0.4242
vn,0.7489,-0.6508,0.1253
vn,0.8778,-0.0512,-0.4763
vn,0.6622,-0.3916,0.6388
vn,0.8614,0.0775,-0.502
vn,0.6399,-0.7488,0.1728
vn,0.4574,-0.7701,0.4448
vn,0.3511,-0.7628,0.5429
vn,0.665,-0.7405,0.0973
vn,0.9341,0.149,-0.3246
vn,0.752,0.1863,-0.6322
vn,0.7509,-0.6473,0.1305
vn,0.5898,-0.6875,0.4237
vn,-0.1384,0.7364,-0.6622
vn,-0.9893,-0.1144,0.0902
vn,-0.367,-0.5666,0.7378
vn,0.8971,-0.3213,-0.3032
vn,-0.9873,-0.0978,0.1248
vn,0.4716,-0.7753,0.4201
vn,0.61,0.1064,-0.7853
vn,0.3963,-0.8231,0.4068
vn,0.1267,-0.9148,0.3836
vn,-0.661,-0.4923,0.5663
vn,0.7929,0.0079,-0.6093
vn,0.2241,-0.8227,0.5224
vn,0.4635,-0.7278,0.5054
vn,0.9357,-0.1326,-0.327
vn,0.9744,-0.1385,-0.1772
vn,0.2632,-0.8256,0.4991
vn,0.4802,-0.7356,0.4777
vn,0.9217,-0.378,-0.0869
vn,-0.705,0.5245,0.4774
vn,-0.3333,-0.3224,0.886
vn,-0.5035,-0.4438,0.7413
vn,-0.292,0.8048,0.5168
vn,0.9034,-0.3003,-0.3062
vn,-0.4692,-0.4489,0.7605
vn,-0.5011,-0.2512,0.8281
vn,-0.8526,0.1439,0.5023
vn,-0.4793,-0.4631,0.7455
vn,0.053,-0.8216,0.5676
vn,0.2473,-0.8325,0.4957
vn,-0.1741,-0.6654,0.7259
vn,-0.5018,-0.4465,0.7408
vn,-0.1011,-0.7239,0.6825
vn,-0.186,-0.602,0.7765
vn,-0.1717,-0.6973,0.6959
vn,-0.4717,-0.463,0.7504
vn,-0.3936,0.8836,-0.2538
vn,-0.1409,-0.8913,0.431
vn,-0.0314,-0.7891,0.6135
vn,0.0976,-0.8559,0.5079
vn,-0.0811,-0.7252,0.6837
vn,-0.3223,0.1007,0.9413
vn,0.1628,-0.9219,0.3516
vn,-0.5012,-0.4958,0.7093
vn,0.7965,0.1928,-0.5731
vn,0.7519,-0.6501,-0.11
vn,0.9089,-0.2943,-0.2955
vn,-0.1653,-0.7582,0.6308
vn,-0.5466,-0.2257,0.8064
vn,-0.4431,-0.2948,0.8466
vn,0.0505,-0.7408,0.6699
vn,0.0444,-0.6734,0.738
vn,0.9066,0.1212,-0.4043
vn,-0.0482,0.7836,-0.6194
vn,-0.0333,0.7694,-0.6379
vn,0.6461,0.1718,-0.7437
vn,-0.6523,-0.3002,0.696
vn,-0.9812,0.033,0.1903
vn,-0.7447,0.39,0.5416
vn,0.9639,-0.2118,-0.1611
vn,0.057,0.431,-0.9006
vn,-0.5996,0.7659,-0.2321
vn,-0.9101,0.0535,0.4109
vn,-0.8277,0.1572,0.5387
vn,-0.7415,0.387,0.5481
vn,0.4371,0.5674,-0.6978
vn,-0.6769,0.735,0.0414
vn,-0.1305,0.6532,-0.7459
vn,0.0996,0.7481,-0.6561
vn,-0.3399,-0.2351,0.9106
vn,-0.7273,0.4701,0.5001
vn,-0.7335,0.0484,0.6779
vn,-0.766,0.4414,0.4673
vn,-0.7852,0.3331,0.5221
vn,-0.7705,-0.2587,0.5825
vn,-0.7824,-0.0449,0.6212
vn,0.1146,0.6632,-0.7396
vn,-0.8036,0.503,0.3183
vn,-0.8354,-0.0099,0.5496
vn,-0.3975,-0.736,0.548
vn,0.1144,0.6623,-0.7405
vn,0.0568,0.651,-0.757
vn,0.2847,-0.8479,0.4472
vn,-0.9936,-0.0259,0.1102
vn,-0.8988,0.0276,0.4375
vn,-0.475,-0.4484,0.7572
vn,-0.792,-0.2734,0.5459
vn,-0.6585,-0.3936,0.6414
vn,-0.8915,0.4006,0.2116
vn,0.8034,0.0649,0.5919
vn,-0.9137,0.2444,0.3246
vn,-0.082,-0.996,0.0347
vn,-0.0821,-0.8727,0.4813
vn,-0.1105,-0.5778,-0.8087
vn,-0.8416,-0.3395,0.42
vn,0.1787,-0.9768,-0.1184
vn,0.0903,-0.9937,-0.0661
vn,0.0942,-0.7607,0.6422
vn,0.6949,0.717,-0.0554
vn,0.5504,0.4286,-0.7165
vn,-0.7585,-0.6023,0.2488
vn,-0.0465,0.1352,-0.9897
vn,-0.418,0.4812,-0.7705
