what,x,y,z
vn,-0.4972,0.664,0.5585
vn,-0.8186,-0.4769,-0.3202
vn,-0.5419,-0.1834,-0.8202
vn,-0.9502,0.0298,-0.3101
vn,-0.9799,0.1127,-0.1647
vn,-0.6791,-0.4279,-0.5964
vn,0.6565,0.4217,-0.6254
vn,0.2216,0.5785,-0.785
vn,-0.8078,-0.0168,0.5893
vn,0.7517,0.584,0.3064
vn,-0.9381,0.1367,-0.3182
vn,-0.9388,0.0599,-0.3392
vn,-0.7603,-0.4969,0.4185
vn,-0.3358,0.1921,0.9221
vn,-0.198,0.0837,0.9766
vn,-0.7081,-0.3395,0.6191
vn,0.6317,-0.1809,0.7538
vn,-0.1254,0.1523,0.9804
vn,0.7625,0.3423,0.5491
vn,0.5818,-0.3437,0.7372
vn,-0.3479,0.6533,0.6724
vn,0.1723,0.9526,-0.2509
vn,0.918,0.2229,0.3279
vn,-0.9402,0.197,-0.2779
vn,-0.0305,-0.4352,-0.8998
vn,-0.909,0.4158,-0.0282
vn,0.4521,-0.3711,-0.8111
vn,0.604,0.7868,0.1272
vn,0.7232,-0.2299,-0.6513
vn,0.4993,-0.8582,0.1192
vn,-0.695,-0.2949,-0.6558
vn,0.0391,-0.2935,0.9552
vn,0.7389,0.5648,-0.3676
vn,0.0102,-0.0295,-0.9995
vn,-0.3948,0.4401,-0.8065
vn,-0.2516,-0.6179,-0.7449
vn,0.8287,0.3194,0.4596
vn,0.8896,-0.423,0.172
vn,-0.6086,0.164,-0.7763
vn,0.0734,0.9292,-0.3621
vn,0.5879,0.3872,-0.7103
vn,0.892,0.2802,-0.3547
vn,0.4859,0.4518,0.7482
vn,0.7824,0.6214,0.0413
vn,0.4034,0.9056,-0.1308
vn,0.0961,-0.106,-0.9897
vn,-0.2322,-0.1538,-0.9604
vn,-0.8014,-0.4858,-0.3489
vn,-0.714,-0.5803,0.3918
vn,-0.4313,-0.6652,0.6095
vn,0.9508,0.0449,-0.3066
vn,0.8651,-0.4943,-0.085
vn,0.7499,-0.5349,0.3893
vn,0.7145,0.3796,-0.5877
vn,0.6999,0.4793,-0.5295
vn,0.8724,0.4329,-0.2267
vn,0.1305,-0.7037,0.6984
vn,0.8716,0.4164,-0.2588
vn,0.9639,0.1997,0.1763
vn,0.8194,-0.1439,0.5548
vn,0.8688,-0.4244,-0.2552
vn,0.7594,-0.6504,-0.0138
vn,0.5373,-0.8425,-0.0373
vn,0.4298,0.62,-0.6564
vn,0.9774,0.0142,0.211
vn,0.8801,0.1026,-0.4636
vn,0.2161,-0.6726,0.7078
vn,0.729,-0.677,-0.1012
vn,-0.2039,-0.6141,0.7625
vn,-0.2688,-0.9554,0.1221
vn,-0.2495,-0.6429,0.7242
vn,0.1506,-0.5131,0.845
vn,0.6854,0.6502,-0.3278
vn,0.461,0.7947,-0.3948
vn,-0.2838,-0.4111,0.8663
vn,0.1445,-0.5008,0.8534
vn,0.5558,-0.1625,0.8153
vn,0.5509,0.5846,-0.5956
vn,0.6155,0.49,-0.6173
vn,0.9165,0.1666,0.3637
vn,-0.394,-0.5962,0.6995
vn,0.909,0.3872,0.1542
vn,0.775,0.02,0.6316
vn,0.7461,0.4368,-0.5025
vn,-0.2594,-0.1678,0.9511
vn,-0.2371,-0.5767,0.7818
vn,0.6381,0.3047,-0.7071
vn,-0.1652,0.6043,-0.7794
vn,-0.4573,0.4989,0.7362
vn,-0.906,-0.4212,-0.0413
vn,-0.821,-0.5632,-0.094
vn,0.7534,-0.5814,0.3073
vn,-0.4135,-0.8652,0.2836
vn,0.0277,0.294,0.9554
vn,-0.4953,0.8682,-0.0314
vn,0.9764,0.172,0.1302
vn,0.2677,0.8153,-0.5135
vn,0.3919,0.6082,-0.6902
vn,0.2703,0.8633,-0.4261
vn,0.453,-0.3809,0.8061
vn,-0.2386,0.4353,-0.8681
vn,-0.9078,-0.4067,0.1027
vn,-0.3218,0.5928,0.7382
vn,-0.8263,0.3063,-0.4727
vn,-0.8645,0.1876,0.4663
vn,-0.9968,-0.0799,-0.0086
vn,-0.8676,-0.4525,0.2063
vn,-0.4887,-0.378,0.7863
vn,0.0642,0.8284,0.5564
vn,0.2325,-0.008,-0.9726
vn,-0.905,-0.0609,-0.4211
vn,-0.9905,-0.0871,0.106
vn,0.0035,0.9485,0.3167
vn,0.3177,0.8823,0.3472
vn,-0.8044,-0.591,0.0602
vn,0.852,-0.4991,-0.1581
vn,-0.4525,0.2869,-0.8444
vn,-0.2443,-0.6941,-0.6772
vn,-0.6513,-0.4969,0.5735
vn,-0.1877,-0.0339,-0.9816
vn,0.6511,0.7566,-0.0604
vn,0.7923,0.6085,0.0445
vn,0.5819,0.8088,0.0848
vn,0.9372,0.2848,0.2015
vn,0.6539,0.5953,-0.467
vn,0.4934,0.8179,-0.2959
vn,0.0858,0.9003,-0.4267
vn,0.048,0.9924,0.1137
vn,0.1849,0.8787,-0.4401
vn,0.1213,0.7775,0.6171
vn,0.5156,0.8286,-0.2183
vn,0.497,0.8416,-0.2115
vn,0.2877,0.8892,0.3558
vn,0.3951,0.8297,0.3944
vn,0.3595,0.5456,0.757
vn,0.3362,0.9063,0.256
vn,-0.1008,0.7876,0.6078
vn,0.078,0.9381,0.3375
vn,0.4181,0.8793,0.228
vn,0.5847,-0.134,0.8001
vn,0.6265,0.3395,0.7016
vn,0.6761,0.5715,0.465
vn,0.9308,0.0008,0.3655
vn,0.7796,-0.6192,0.0939
vn,0.8769,-0.4608,-0.1365
vn,0.9776,0.1433,-0.1539
vn,0.1611,0.4516,0.8775
vn,0.2352,0.4325,0.8704
vn,0.539,0.0051,0.8423
vn,0.8816,-0.4632,-0.0905
vn,0.4992,0.2787,0.8204
vn,0.4674,-0.4594,0.7553
vn,0.9732,-0.0732,-0.218
vn,0.8131,0.5239,-0.2538
vn,0.8504,0.2549,0.4602
vn,0.5696,0.3808,0.7284
vn,0.6919,-0.144,0.7075
vn,0.5899,-0.7976,0.1259
vn,0.787,0.4624,-0.4085
vn,0.6691,-0.6673,-0.3272
vn,-0.275,-0.3874,0.8799
vn,-0.2475,-0.1244,0.9609
vn,-0.1076,-0.5759,0.8104
vn,-0.1347,-0.5903,0.7959
vn,-0.6306,-0.3935,0.669
vn,-0.9372,0.2163,0.2735
vn,-0.6869,-0.1424,0.7127
vn,-0.9066,-0.1235,0.4034
vn,-0.039,0.5387,-0.8416
vn,-0.9106,0.2219,-0.3487
vn,-0.5209,0.7838,-0.3381
vn,-0.9709,0.0472,0.2347
vn,-0.6775,-0.3763,0.632
vn,-0.8995,-0.1071,0.4236
vn,-0.6192,-0.2058,0.7578
vn,-0.6207,-0.2031,0.7573
vn,-0.681,-0.3339,0.6518
vn,-0.7341,-0.2759,0.6205
vn,0.0529,-0.5476,0.8351
vn,-0.989,-0.1126,-0.0958
vn,-0.0418,0.965,-0.259
vn,0.6547,0.6875,-0.3141
vn,-0.2788,0.5283,-0.802
vn,-0.0782,0.8716,-0.4839
vn,-0.3608,-0.1103,0.9261
vn,-0.6181,-0.331,0.713
vn,-0.6129,-0.3589,0.7039
vn,-0.4155,0.7216,-0.5537
vn,-0.7784,0.4862,0.3971
vn,0.265,-0.5054,0.8212
vn,0.2944,-0.9222,0.2508
vn,0.4467,-0.5398,0.7135
vn,0.9048,-0.3366,0.2609
vn,0.6792,0.5623,0.4717
vn,0.0615,0.9182,-0.3913
vn,-0.0945,-0.7398,0.6662
vn,-0.096,-0.7036,0.7041
vn,-0.363,-0.4825,0.7971
vn,0.3846,-0.0015,0.9231
vn,0.1536,-0.3556,0.9219
vn,-0.021,0.0352,0.9992
vn,-0.0349,-0.4168,0.9083
vn,0.617,-0.5265,0.5849
vn,-0.2909,-0.5369,0.7919
vn,-0.1275,-0.5745,0.8085
vn,0.0264,-0.7486,0.6625
vn,0.0059,-0.7525,0.6586
vn,0.9329,0.1313,0.3353
vn,-0.2786,-0.5212,0.8067
vn,0.1866,-0.7073,0.6818
vn,-0.1078,-0.4617,0.8804
vn,-0.4166,0.0483,0.9078
vn,-0.1455,-0.5853,0.7976
vn,0.4758,-0.8422,0.2534
vn,0.7984,-0.5411,0.2643
vn,0.7944,-0.5502,0.2572
vn,0.8884,-0.3326,0.3165
vn,0.6797,-0.7327,0.0339
vn,0.7996,-0.599,-0.0431
vn,0.5896,-0.7418,0.3196
vn,-0.5943,-0.3429,0.7275
vn,0.7739,-0.241,0.5856
vn,0.8028,-0.4813,-0.3521
vn,0.7844,-0.4727,-0.4016
vn,-0.7103,-0.373,0.5969
vn,0.3757,-0.8875,0.2668
vn,0.6101,-0.655,0.4458
vn,0.1553,-0.5874,0.7943
vn,0.4093,-0.8698,0.2754
vn,0.9743,0.222,-0.0384
vn,-0.1182,-0.6774,-0.7261
vn,-0.0983,-0.6536,-0.7504
vn,-0.7681,-0.5931,-0.2415
vn,0.4179,-0.8319,0.3652
vn,0.568,-0.7075,0.4206
vn,0.9546,-0.2797,-0.103
vn,0.9258,0.2043,0.3181
vn,0.9368,-0.2585,0.2358
vn,0.8108,-0.2486,0.5299
vn,0.0622,0.4496,0.8911
vn,0.7806,-0.4827,0.397
vn,-0.0113,-0.7233,0.6905
vn,0.9024,0.0776,0.4239
vn,0.7865,-0.4799,0.3888
vn,0.9362,0.1062,0.3351
vn,-0.436,0.0499,0.8986
vn,0.6175,-0.5477,0.5645
vn,0.8917,0.0943,0.4427
vn,0.5433,-0.7641,0.3478
vn,0.3884,0.0905,0.917
vn,0.5404,-0.4147,0.7321
vn,0.1075,-0.0979,0.9894
vn,0.8459,0.3963,0.357
vn,0.8508,0.4596,0.2547
vn,0.8416,-0.1655,0.514
vn,0.6684,-0.1999,0.7165
vn,0.5906,-0.1679,0.7893
vn,0.1656,0.3022,0.9387
vn,0.8304,0.1793,0.5275
vn,0.6134,-0.5066,0.6059
vn,-0.5962,0.431,0.6774
vn,0.673,0.2592,0.6927
vn,0.1938,0.5491,0.813
vn,0.1288,0.5436,0.8294
vn,0.2134,0.1479,0.9657
vn,0.1719,0.2723,0.9467
vn,0.5952,0.1454,0.7903
vn,0.3705,-0.435,0.8207
vn,0.4261,-0.471,0.7724
vn,-0.032,0.0038,0.9995
vn,0.3366,0.5438,0.7687
vn,-0.3685,0.0828,0.9259
vn,-0.292,-0.3315,0.8971
vn,0.2794,-0.4431,0.8518
vn,0.3394,-0.4402,0.8313
vn,0.3788,-0.6192,0.6878
vn,0.0969,-0.1435,0.9849
vn,-0.0862,0.398,0.9133
vn,-0.13,0.7432,0.6563
vn,0.1242,0.4039,0.9063
vn,-0.4632,0.0871,0.882
vn,-0.2772,-0.2791,0.9194
vn,0.142,-0.8053,0.5756
vn,0.3658,0.053,0.9292
vn,0.4993,-0.6461,0.5773
vn,0.5109,-0.6947,0.5064
vn,-0.2363,-0.4556,0.8582
vn,0.9193,0.352,0.1761
vn,0.3404,-0.2086,0.9168
vn,-0.4369,-0.2476,0.8648
vn,0.026,-0.8031,-0.5952
vn,0.9767,-0.0906,0.1946
vn,-0.2699,-0.9434,-0.1928
vn,-0.2095,-0.9522,-0.2221
vn,-0.2785,-0.2749,0.9203
vn,-0.2892,-0.954,-0.0789
vn,-0.3574,-0.911,-0.2059
vn,-0.4188,-0.9073,-0.0363
vn,-0.2343,-0.9716,0.0334
vn,0.8855,-0.3165,0.3402
vn,0.4306,-0.3366,0.8374
vn,-0.0994,-0.9893,-0.1068
vn,0.0971,-0.0454,0.9942
vn,-0.0587,0.0632,0.9963
vn,0.1376,-0.3302,0.9338
vn,0.1755,-0.0342,0.9839
vn,-0.378,-0.4676,0.799
vn,0.7788,0.5885,0.2171
vn,0.3985,-0.358,0.8444
vn,-0.1475,-0.1975,0.9691
vn,0.017,-0.2496,0.9682
vn,-0.1173,0.1538,0.9811
vn,-0.0012,-0.7502,0.6612
vn,0.2754,-0.9389,0.2066
vn,0.1589,-0.8265,0.54
vn,0.158,-0.8266,0.5402
vn,-0.2675,0.1295,0.9548
vn,0.3318,-0.7095,0.6217
vn,0.3551,-0.7252,0.5899
vn,0.2995,-0.534,0.7906
vn,0.2099,-0.749,0.6284
vn,-0.0836,-0.8572,0.5082
vn,0.2902,-0.8985,0.3294
vn,0.8911,0.3022,0.3386
vn,0.0133,-0.8777,0.4791
vn,-0.0605,-0.0607,0.9963
vn,0.0905,-0.3927,0.9152
vn,0.4531,-0.5885,0.6696
vn,-0.0652,-0.8393,0.5397
vn,-0.1486,-0.9874,0.0549
vn,-0.05,-0.7123,0.7001
vn,-0.5346,-0.8435,0.0524
vn,-0.8901,-0.3956,0.2261
vn,-0.6759,0.6959,0.2425
vn,0.8849,0.4092,0.2228
vn,0.4253,0.8946,0.1371
vn,-0.3273,0.8774,0.3507
vn,0.2074,-0.8194,0.5343
vn,-0.6666,0.7021,0.2503
vn,0.7756,-0.4044,-0.4846
vn,0.8395,0.215,0.499
vn,-0.5952,-0.8014,0.0588
vn,-0.0932,-0.4583,0.8839
vn,-0.2081,-0.5035,0.8385
vn,-0.2801,-0.4026,0.8714
vn,-0.2109,-0.5126,0.8323
vn,-0.1502,-0.5539,0.8189
vn,0.1615,-0.3855,0.9085
vn,0.0886,-0.5133,0.8536
vn,0.4114,-0.4246,0.8065
vn,-0.1338,-0.4633,0.876
vn,-0.5332,-0.6374,0.5563
vn,-0.4584,-0.4704,0.7541
vn,-0.3777,-0.5257,0.7623
vn,-0.6435,-0.3944,0.656
vn,-0.5371,-0.496,0.6823
vn,0.1294,-0.6209,0.7731
vn,-0.7461,-0.3422,0.5711
vn,0.5404,-0.34,0.7697
vn,-0.9818,-0.1666,0.0915
vn,-0.8266,-0.4295,0.3638
vn,-0.0765,-0.5632,0.8228
vn,-0.8959,0.4124,0.1651
vn,-0.5724,-0.3733,0.7301
vn,-0.5963,0.4166,0.6862
vn,0.076,-0.1246,0.9893
vn,-0.0239,-0.8319,0.5545
vn,-0.124,-0.4904,0.8626
vn,-0.9831,-0.1622,0.0842
vn,-0.6129,-0.5839,-0.5324
vn,0.1674,0.9748,0.1478
vn,-0.5566,-0.7395,0.3785
vn,-0.8164,-0.5312,0.2264
vn,0.1722,0.92,-0.3521
vn,0.225,-0.3401,0.9131
vn,-0.5668,-0.6322,0.5282
vn,0.3838,-0.475,0.7919
vn,-0.5438,-0.5197,0.6589
vn,0.9825,0.0248,0.1847
vn,-0.3195,-0.5356,0.7817
vn,0.3752,-0.3505,0.8581
vn,0.2188,-0.4157,0.8828
vn,0.5664,0.7976,-0.2071
vn,-0.428,-0.8517,-0.3023
vn,-0.4241,-0.7425,-0.5185
vn,-0.1073,-0.748,-0.655
vn,0.4791,0.8038,0.3526
vn,0.4543,-0.8255,0.3349
vn,-0.0581,-0.9906,-0.1242
vn,-0.021,-0.2699,0.9627
vn,-0.4103,-0.9119,-0.009
vn,-0.6385,-0.7286,-0.2479
vn,-0.4376,-0.8865,-0.1502
vn,-0.4258,-0.8892,-0.1677
vn,-0.8452,-0.5344,-0.0104
vn,-0.5859,-0.8043,0.0992
vn,-0.9924,-0.123,0.0065
vn,-0.3463,-0.8889,-0.3
vn,-0.9509,-0.2245,0.2129
vn,-0.5111,-0.7659,-0.3902
vn,-0.1015,-0.8953,-0.4337
vn,-0.9625,-0.2283,0.1467
vn,-0.3971,-0.9141,0.0821
vn,-0.6397,-0.7454,0.1875
vn,-0.9858,-0.1677,-0.0112
vn,-0.964,-0.265,0.0201
vn,-0.9856,-0.1655,-0.0351
vn,-0.2301,-0.1244,0.9652
vn,-0.8527,-0.5211,-0.0359
vn,-0.8444,-0.3909,0.3664
vn,-0.2294,-0.9327,0.2783
vn,-0.6106,0.6379,0.4693
vn,0.0864,-0.3215,0.943
vn,-0.9843,-0.1165,0.1327
vn,-0.2728,-0.534,0.8003
vn,-0.9912,-0.1069,0.0785
vn,-0.9701,-0.2383,-0.0471
vn,-0.9889,-0.1237,0.0828
vn,0.3454,0.4715,0.8114
vn,0.0166,-0.7875,0.6161
vn,0.3925,-0.1631,0.9052
vn,-0.1652,-0.8302,0.5325
vn,-0.2925,-0.6857,0.6666
vn,-0.1209,0.2207,0.9678
vn,0.7695,-0.2048,0.605
vn,-0.6444,-0.3525,0.6786
vn,-0.9497,0.0133,0.313
vn,-0.9301,0.2974,0.2158
vn,-0.9161,0.0515,0.3977
vn,-0.9973,-0.0581,-0.0447
vn,-0.9916,-0.0178,-0.1282
vn,-0.9871,-0.1594,-0.0115
vn,-0.9886,-0.1495,0.0199
vn,-0.9868,-0.0981,-0.129
vn,-0.9328,-0.1642,0.3208
vn,-0.989,-0.1468,0.0199
vn,-0.9135,-0.2648,0.3088
vn,0.4215,-0.1876,0.8872
vn,0.7907,-0.1433,0.5951
vn,-0.9631,0.1412,-0.2292
vn,-0.8714,0.2193,-0.4389
vn,-0.8551,0.4633,0.2327
vn,0.0573,0.9892,0.135
vn,-0.5653,0.5856,0.5809
vn,-0.6213,0.6318,0.4636
vn,-0.7147,0.3712,0.5928
vn,-0.4414,-0.2859,0.8505
vn,-0.4863,0.5575,0.6728
vn,-0.676,0.6745,-0.2967
vn,-0.6759,0.6747,-0.2966
vn,-0.7057,0.6785,0.204
vn,-0.9723,0.2265,-0.0582
vn,-0.7468,0.6486,0.1466
vn,-0.9067,0.2373,0.3486
vn,-0.062,0.998,0.0149
vn,-0.1274,0.3097,0.9423
vn,0.0831,0.978,0.1916
vn,-0.0291,0.8619,0.5063
vn,-0.8461,-0.1952,0.4959
vn,0.3052,0.8485,0.4323
vn,-0.9344,0.3421,0.0993
vn,-0.8759,0.0311,0.4814
vn,-0.8739,-0.0967,0.4764
vn,-0.9349,-0.2163,0.2814
vn,-0.9964,-0.0834,-0.0166
vn,-0.7081,0.2966,0.6408
vn,0.2268,0.9507,0.2114
vn,0.6989,0.6165,0.3626
vn,0.0585,0.4476,0.8923
vn,0.5534,0.2168,0.8042
vn,0.2146,-0.1759,0.9607
vn,0.6414,0.4661,0.6095
vn,-0.7672,-0.2299,0.5988
vn,-0.1137,-0.6354,0.7638
vn,-0.2566,0.1501,0.9548
vn,0.0172,-0.5954,0.8032
vn,-0.3442,-0.0694,0.9363
vn,0.776,0.5442,0.3189
vn,-0.9243,0.351,0.1499
vn,-0.9616,0.0306,0.2726
vn,-0.2442,0.7033,0.6677
vn,-0.8541,0.52,-0.0137
vn,-0.0194,-0.0663,0.9976
vn,-0.3678,0.8154,0.4471
vn,0.0117,0.8905,-0.4548
vn,0.6032,0.6866,0.4059
vn,0.8165,0.5774,0.0014
vn,-0.4413,0.6252,0.6437
vn,-0.2947,0.5183,0.8028
vn,0.9583,-0.1392,0.2494
vn,0.2623,0.9604,-0.0937
vn,0.1403,-0.8782,0.4572
vn,-0.9274,0.3299,0.1761
vn,0.6046,0.5893,0.5359
vn,-0.368,0.0156,0.9297
vn,-0.2957,-0.5255,0.7978
vn,0.0437,0.3104,0.9496
vn,0.8532,0.1128,0.5093
vn,0.0966,0.0688,0.9929
vn,0.8582,0.1765,0.482
vn,-0.6054,0.3667,0.7064
vn,-0.3331,0.4398,0.8341
vn,-0.2366,0.5185,0.8217
vn,0.0907,0.9958,0.0098
vn,0.5492,0.3669,0.7508
vn,0.3751,0.853,-0.3628
vn,-0.1143,0.9847,-0.1318
vn,0.1652,0.8429,0.5121
vn,0.2344,0.6813,0.6935
vn,-0.0417,0.9601,-0.2766
vn,0.089,0.9957,-0.0259
vn,0.1456,0.95,-0.2761
vn,0.4253,0.8627,0.2737
vn,-0.5275,0.6491,0.5481
vn,-0.4816,0.6634,0.5727
vn,-0.0505,0.9576,0.2837
vn,0.4795,0.6596,0.5788
vn,0.1579,0.0275,0.9871
vn,-0.3167,0.1687,0.9334
vn,0.4636,0.8743,-0.1438
vn,0.4411,0.8963,0.0451
vn,-0.0675,0.9507,-0.3026
vn,-0.0799,0.4608,0.8839
vn,-0.2451,-0.4411,0.8633
vn,-0.5803,0.1535,0.7998
vn,-0.8243,0.3241,0.4642
vn,-0.5489,0.392,0.7383
vn,-0.3988,0.8249,-0.4006
vn,-0.5425,0.7685,-0.3393
vn,-0.1197,0.9295,-0.3488
vn,-0.3768,0.7032,0.6029
vn,-0.1842,-0.2674,0.9458
vn,-0.7781,0.6059,0.1656
vn,-0.5894,0.8022,-0.0951
vn,-0.7034,0.5856,-0.4029
vn,-0.6923,0.3763,0.6157
vn,-0.675,0.3035,0.6725
vn,-0.6561,0.7543,-0.0241
vn,-0.7444,0.6634,0.0762
vn,-0.5374,0.2279,0.8119
vn,-0.719,0.3673,0.59
vn,-0.9701,0.15,-0.191
vn,0.2436,0.8915,-0.382
vn,-0.8079,0.5092,0.2966
vn,-0.4336,0.7203,0.5414
vn,-0.4614,0.6045,0.6494
vn,-0.4031,-0.014,0.915
vn,0.3545,0.7203,0.5963
vn,0.3588,0.7233,0.59
vn,-0.3825,0.5462,0.7452
vn,-0.6169,0.1238,0.7772
vn,-0.448,0.5892,0.6724
vn,0.8172,0.2329,0.5272
vn,-0.4111,-0.1957,0.8903
vn,0.0598,0.3954,0.9166
vn,-0.3496,0.3092,0.8844
vn,-0.3457,0.2951,0.8907
vn,-0.7141,0.6717,0.1973
vn,-0.8935,0.0311,0.4479
vn,-0.0866,0.1844,0.979
vn,-0.0422,0.9973,0.0599
vn,0.6825,0.0265,0.7304
vn,-0.6306,0.46,0.6251
vn,-0.6694,0.2347,0.7048
vn,0.6377,0.2051,0.7424
vn,0.6732,0.0444,0.7381
vn,-0.2566,0.957,-0.1356
vn,0.3842,0.9186,-0.092
vn,-0.4255,0.6874,0.5886
vn,-0.3974,0.6546,0.6431
vn,-0.9155,0.4001,-0.0413
vn,-0.3196,0.9149,-0.2467
vn,0.7857,-0.0676,0.6149
vn,-0.7651,0.643,0.0343
vn,-0.7973,0.3845,-0.4652
vn,-0.4677,0.8769,-0.1107
vn,-0.4536,0.8823,-0.1256
vn,-0.2306,0.9658,-0.1184
vn,-0.3017,0.9145,-0.2695
vn,-0.9906,0.0547,0.1255
vn,-0.8398,0.3447,0.4193
vn,-0.8223,0.3819,0.422
vn,-0.608,0.3614,-0.7069
vn,-0.8296,0.2951,-0.474
vn,-0.7656,-0.0363,-0.6423
vn,0.1542,0.9684,-0.1959
vn,-0.9856,0.0683,-0.1548
vn,-0.4388,0.8947,0.0839
vn,-0.481,0.8625,-0.1572
vn,0.2834,0.6257,-0.7268
vn,0.4333,0.7385,-0.5166
vn,-0.8085,-0.177,-0.5613
vn,-0.9839,-0.1781,-0.0159
vn,-0.0074,0.9638,0.2664
vn,-0.6062,0.4178,-0.6768
vn,-0.797,-0.2073,-0.5673
vn,0.8348,-0.084,0.544
vn,0.2441,0.9638,-0.1075
vn,0.0419,0.9967,-0.0693
vn,0.145,0.9615,0.2333
vn,-0.5117,0.6806,0.5243
vn,-0.5683,-0.2215,-0.7925
vn,-0.8623,-0.043,0.5046
vn,-0.4926,0.5482,0.6759
vn,-0.9484,0.1874,0.2557
vn,-0.9417,0.2336,0.2423
vn,-0.9797,-0.0478,-0.1944
vn,-0.9868,0.0015,0.1618
vn,0.3081,0.1631,0.9373
vn,-0.7175,0.1653,-0.6766
vn,-0.2794,0.4102,-0.8682
vn,0.5867,0.7952,0.153
vn,0.35,0.0548,0.9351
vn,0.4542,-0.8627,0.2223
vn,0.1261,0.9745,0.1854
vn,0.5932,-0.8049,-0.0144
vn,0.5139,0.474,0.715
vn,0.3612,0.8516,0.3799
vn,-0.1099,0.8473,0.5197
vn,0.3217,0.4889,0.8109
vn,-0.0514,0.6444,0.763
vn,0.6335,0.6745,-0.3791
vn,0.3836,0.8307,-0.4034
vn,0.5416,0.5031,-0.6735
vn,-0.2904,0.6479,0.7042
vn,0.6232,0.6715,0.4008
vn,0.915,0.337,-0.2219
vn,0.4087,0.8581,-0.3107
vn,0.3612,0.8517,0.3797
vn,-0.1538,0.8525,0.4997
vn,0.7078,0.6169,-0.3442
vn,0.5124,0.7329,-0.4475
vn,0.738,0.2199,-0.638
vn,0.501,0.677,-0.5391
vn,0.9419,-0.2413,0.2338
vn,0.1243,0.9568,-0.2629
vn,0.4449,0.6736,-0.5902
vn,-0.0721,0.3559,0.9317
vn,0.0282,0.5898,0.807
vn,0.5477,0.3386,-0.7651
vn,0.651,0.7459,-0.141
vn,-0.8029,0.0332,-0.5952
vn,-0.3626,0.7493,-0.5542
vn,-0.3699,0.7109,-0.5982
vn,0.061,0.4976,-0.8653
vn,0.1894,0.6615,0.7256
vn,-0.069,0.3359,0.9394
vn,-0.5969,0.5142,-0.6159
vn,0.2214,-0.0748,-0.9723
vn,0.5797,0.752,-0.3137
vn,-0.3472,0.6859,-0.6395
vn,0.598,0.7166,-0.359
vn,0.9431,0.193,0.2707
vn,0.6382,0.6443,-0.4213
vn,0.2743,0.6005,-0.7511
vn,-0.3957,0.3575,0.8459
vn,0.6893,0.1201,0.7144
vn,-0.5695,0.7488,-0.3391
vn,-0.1306,0.0568,-0.9898
vn,-0.0282,0.7229,-0.6904
vn,-0.5884,0.4607,0.6645
vn,-0.4743,-0.1086,-0.8736
vn,0.0235,0.7172,-0.6964
vn,-0.0119,0.206,-0.9785
vn,-0.2085,0.2996,-0.931
vn,-0.4781,-0.1542,-0.8647
vn,-0.681,0.4585,-0.571
vn,-0.6901,0.6752,-0.2603
vn,0.7539,0.5992,-0.2693
vn,-0.7444,0.0512,-0.6658
vn,-0.7943,0.0747,-0.6029
vn,0.1428,0.1217,-0.9822
vn,-0.2159,0.4978,-0.84
vn,-0.561,0.7908,-0.2445
vn,-0.2561,0.812,-0.5245
vn,0.7229,0.6446,-0.2487
vn,-0.6241,0.7581,-0.1893
vn,-0.6189,0.773,-0.1397
vn,-0.7189,0.6592,-0.2206
vn,-0.7668,0.6387,0.0641
vn,0.6352,0.7547,0.1639
vn,-0.7902,-0.1343,0.5979
vn,-0.6477,0.0791,-0.7578
vn,-0.3038,-0.2778,-0.9113
vn,-0.0174,0.0543,-0.9984
vn,0.3304,0.7315,-0.5964
vn,-0.5002,0.4372,-0.7474
vn,-0.5751,0.5611,-0.5953
vn,0.0309,-0.2699,-0.9624
vn,-0.6075,0.553,-0.5702
vn,-0.7622,0.3318,-0.5558
vn,-0.531,-0.0453,-0.8462
vn,-0.6141,0.0937,-0.7836
vn,-0.8615,0.1516,-0.4846
vn,0.4056,0.6906,-0.5988
vn,-0.9025,0.1572,-0.4009
vn,-0.2594,0.8009,-0.5397
vn,-0.2574,0.933,-0.2515
vn,0.6324,0.6148,-0.4713
vn,0.5854,0.706,-0.3986
vn,-0.6682,0.691,-0.2757
vn,-0.2155,0.839,-0.4997
vn,-0.5491,0.1947,-0.8128
vn,-0.5165,0.8561,0.0174
vn,0.5678,0.6004,-0.563
vn,-0.63,0.4221,-0.6518
vn,-0.6185,0.4413,-0.6501
vn,-0.2157,0.8167,-0.5352
vn,-0.9625,0.1612,-0.2183
vn,-0.9164,0.3984,-0.038
vn,-0.0518,0.9715,-0.2314
vn,-0.6302,0.5337,0.5639
vn,-0.813,-0.0965,0.5743
vn,-0.4627,0.8754,-0.1403
vn,-0.7814,0.553,0.2891
vn,-0.4136,0.2688,0.8699
vn,0.7694,0.0949,-0.6317
vn,-0.7755,-0.0065,-0.6313
vn,0.7129,0.1327,-0.6886
vn,-0.5802,0.8021,-0.1417
vn,-0.1584,0.2891,-0.9441
vn,-0.356,-0.1512,-0.9222
vn,-0.716,0.6628,-0.2192
vn,-0.5789,0.7623,-0.2893
vn,-0.438,-0.6345,0.6368
vn,-0.603,-0.7026,0.3779
vn,-0.8445,-0.5099,0.1637
vn,-0.5141,-0.7353,0.4416
vn,-0.5968,-0.708,0.3776
vn,-0.9113,0.3187,-0.2607
vn,-0.3928,0.4367,-0.8093
vn,-0.9795,0.1015,-0.1738
vn,0.4914,-0.1367,-0.8602
vn,-0.4692,0.4186,-0.7776
